hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/exception/AdaptorErrorCode.java	code	117	3	1	0	0	return name();
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/exception/AdaptorErrorCode.java	message	127	3	1	0	0	return message;
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/exception/AdaptorErrorCode.java	status	137	3	1	0	0	return status;
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/file/output/FileOutAdaptorImpl.java	store	55	70	30	5	13	try { // 1. 解析并发槽已满时立即返回繁忙结果，避免附件占满本机资源。 if (!parsing.tryAcquire()) { return Result.failure(AdaptorErrorCode.RATE_LIMITED); } // 2. 在异常捕获或资源释放边界内完成本段处理，失败不得伪装为成功。 try { // 1. 取得配置的私有文件根目录，供本
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/file/output/FileOutAdaptorImpl.java	scan	126	33	10	1	3	// 1. 取得文件扫描的恢复游标，供本段后续处理使用。 String after = fileCommand.storageKey() == null ? "" : fileCommand.storageKey(); || java.util.List<java.util.Map<String, Object>> entries = new java.util.ArrayList<>(); || // 2. 在异常捕获或资源释放边界内完成本段处理，失败不得伪装为成功。 try (var paths = Files.list(root)) { for (var path : paths.filter(value -> Files.isRegularFile(value, java.nio.file.LinkOption.NOFOLLOW_LINKS)).filter(va || // 3. 将本层成功数据封装为标准结果，保持对外模型隔离。 return Result.success(new FileDO(null, null, null, Json.encode(entries)));
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/file/output/FileOutAdaptorImpl.java	parse	160	45	20	5	8	// 1. 准备当前操作的正文或受限拼接容器。 String text; || String mime; || // 2. 按PDF或UTF-8文本分别解析，格式处理不混入文件保存职责。 if (name.toLowerCase(Locale.ROOT).endsWith(".pdf")) { if (bytes.length < 5 || !new String(bytes, 0, 5, StandardCharsets.US_ASCII).equals("%PDF-")) { thr || // 3. 依据格式、长度或数量边界处理分支，避免继续使用无效数据。 if (text.isBlank() || text.indexOf('\0') >= 0 || text.getBytes(StandardCharsets.UTF_8).length > 2097152) { throw new IllegalArgumentException("invalid atta || // 4. 返回本段实际处理结果，保持本层输出契约。 return new ParsedFile(text, mime);
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/file/output/model/BoundedTextWriter.java	write	25	8	3	1	2	// 1. 依据格式、长度或数量边界处理分支，避免继续使用无效数据。 if (content.length() + count > 524288) { throw new java.io.IOException("extraction limit"); } || // 2. 执行append职责步骤，并把失败交给所属事务或入口处理。 content.append(value, offset, count);
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/file/output/model/BoundedTextWriter.java	flush	39	2	0	0	0	
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/file/output/model/BoundedTextWriter.java	close	47	2	0	0	0	
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/file/output/model/BoundedTextWriter.java	toString	56	3	1	0	0	return content.toString();
