hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/exception/AdaptorErrorCode.java	code	117	3	1	0	0	return name();
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/exception/AdaptorErrorCode.java	message	127	3	1	0	0	return message;
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/exception/AdaptorErrorCode.java	status	137	3	1	0	0	return status;
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/file/output/FileOutAdaptorImpl.java	store	52	132	55	11	0	try { if (!parsing.tryAcquire()) { return Result.failure(AdaptorErrorCode.RATE_LIMITED); } try { Path root = Path.of(environment.getProperty("FILES_DIR", "var/files")).toAbsolutePath().norma
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/file/output/model/BoundedTextWriter.java	write	25	6	3	1	0	if (content.length() + count > 524288) { throw new java.io.IOException("extraction limit"); } || content.append(value, offset, count);
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/file/output/model/BoundedTextWriter.java	flush	37	2	0	0	0	
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/file/output/model/BoundedTextWriter.java	close	45	2	0	0	0	
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/file/output/model/BoundedTextWriter.java	toString	54	3	1	0	0	return content.toString();
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/input/AuthController.java	authenticate	59	55	20	4	0	try { String selected = switch(action) { case "challenge" -> "CHALLENGE"; case "register" -> "REGISTER"; case "login" -> "LOGIN"; case "refresh" -> "REFRESH"; case "reset" -> "RESET"; case "
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/input/AuthController.java	device	115	17	10	3	0	String cookie = HttpIdentity.cookie(httpServletRequest, "ht_device"); || if (cookie != null && cookie.length() < 200) { String[] parts = cookie.split("\\."); if (parts.length == 2 && parts[0].matches("[a-zA-Z0-9_-]{43}")) { String signature = sign(parts[0]); if ( || String key = Ids.token(); || cookie(response, "ht_device", key + "." + sign(key), 31536000); || return key;
hello-travel-adaptor/src/main/java/com/hellotravel/adaptor/http/input/AuthController.java	sign	133	7	4	1	0	var result = security.process(new SecurityCommand("SIGN_DEVICE", key, null, "device-v1")); || if (!result.success()) { throw new DomainException(DomainErrorCode.UNAVAILABLE); } || return result.data().value();
